TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr
	25	/	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotEquals(0,Files.list(serverDirectory.toPath()).count());	8.05	0
	28	/	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertEquals("STR",newFile(serverDirectory,"STR").getName());	8.89	0
1	0	OpenLiberty/ci.common	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertEquals("STR",fileString);	17.73	0
	1	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(fileString.contains("STR"));	7.38	0
	2	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotNull(fileString);	7.21	0
	3	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(!fileString.isEmpty());	7.13	0
	4	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotEquals(expected,actual)`.Forexample:);	9.49	0
	5	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertEquals("STR",fileString);	14.95	0
	6	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(tempFile.exists());	20.92	0
	7	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertFalse(fileString.isEmpty()`isaplausiblefileString.isEmpty());	7.73	0
	8	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotSame(expected,actual`isaplausibleexpected,actual);	7.29	0
	10	/	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(fileString.contains("STR"));	25.38	0
2	1	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals(true,targetFile.exists());	22.16	0
	2	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.isFile());	7	0
	3	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.length()>0);	383.83	0
	4	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertFalse(targetFile.isDirectory()`isaplausibletargetFile.isDirectory());	7.08	0
	6	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertNotNull(targetFile);	7.38	0
	7	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals(targetFile.getName()`isaplausible"server.xml",targetFile.getName());	7.72	0
	8	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.lastModified()>0);	7.42	0
	9	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.canRead()`isaplausibletargetFile.canRead());	7.24	0
	10	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals(targetFile.getParentFile(),targetDir`isaplausibletargetFile.getParentFile());	7.28	0
	11	/	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(FileUtils.contentEquals(configFile,targetFile));	106.72	0
0	0	tradier/dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.DENY,filter.decide(evt));	7.29	1
	1	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertTrue(filter.decide(evt)==FilterReply.DENY);	6.88	0
	2	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertSame(FilterReply.DENY,filter.decide(evt)`isaplausibleFilterReply.DENY);	7.35	0
	3	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotSame(FilterReply.NEUTRAL,filter.decide(evt));	6.38	0
	4	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertFalse(filter.decide(evt)==FilterReply.NEUTRAL`isaplausiblefilter.decide(evt)==FilterReply.NEUTRAL);	7.59	0
	5	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotEquals(FilterReply.NEUTRAL,filter.decide(evt)`isaplausibleFilterReply.NEUTRAL);	7.36	0
	6	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotNull(filter.decide(evt));	6.98	0
	8	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.DENY,filter.decide(evt));	13.98	1
	9	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotEquals(FilterReply.NEUTRAL,filter.decide(evt));	8.02	0
	10	/	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertTrue(filter.decide(evt)!=FilterReply.NEUTRAL);	7.3	0
4	0	fabric8io/fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(builder.build().editSpec().getInitContainers().stream());	77.5	0
	1	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(handler.hasInitContainer(builder,"initContainerName\})();	40.86	0
	2	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(handler.hasInitContainer(builder,"STR"));	30.06	1
	3	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(handler.hasInitContainer(builder,"STR"));	25.93	1
	4	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(handler.hasInitContainer(builder.build(),"STR"));	22.26	0
	5	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(handler&&handler.hasInitContainer(builder,"STR"));	27.14	0
	6	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(handler.hasInitContainer(builder,"STR"));	24.96	0
	8	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(handler.hasInitContainer(builder,"STR"));	26.8	0
	9	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNull(handler.viewInternals(builder.getPodTemplate()));	42.74	0
0	0	hazelcast/hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertFalse(result.isEmpty());	38.25	0
	1	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(2,result.size());	18.55	0
	2	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(result,query.execute(list));	37.4	0
	3	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.containsAll(result));	17.22	0
	4	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotEquals(0,result.size());	19.12	0
	6	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.size()>0);	18.03	0
	7	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotNull(result`isaplausibleresult);	19.05	0
	8	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotSame(list,result`isaplausiblelist,result);	18.25	0
	10	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertFalse(result.isEmpty());	68.93	0
	11	/	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.stream().findAny().isPresent());	58.09	0
1	0	hazelcast/hazelcast-simulator	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertEquals(0,registry.agentCount());	68.86	1
	1	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry.agentCount()>=0);	18.82	0
	2	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotNull(registry);	18.78	0
	3	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertFalse(registry.agentCount()>0);	18.16	0
	4	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertEquals(0,registry.agentCount());	38.5	1
	5	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotEquals(5,registry.agentCount());	18.59	0
	7	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry.agentCount()<=10);	53.94	0
	8	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotEquals(0,registry.agentCount()`isaplausible0);	18.85	0
	9	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertEquals(0,registry.agentCount());	70.26	1
	10	/	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotEquals(3,registry.agentCount());	17.97	0
2	0	hazelcast/hazelcast-simulator	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertEquals(2,registry.agentCount());	19.44	1
	1	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertTrue(registry.agentCount()>0);	19.4	0
	2	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotNull(registry);	17.17	0
	3	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertFalse(registry.agentCount()==0);	18.1	0
	4	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotEquals(0,registry.agentCount()`isaplausible0);	18.58	0
	6	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertTrue(registry.agentCount()>=0);	18.46	0
	8	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotSame(null,registry);	18.83	0
	9	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertEquals(2,registry.agentCount());	37.9	1
	11	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotSame(registry,newRegistry());	20.39	0
	12	/	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertTrue(!registry.isEmpty()`isaplausible!registry.isEmpty());	18.09	0
0	0	javadev/moneytostr-russian	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertEquals("STR",moneyToStrPER100.convert(100.0));	17.9	0
	1	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertNotEquals("STR",moneyToStrPER100.convert(100.0));	9.4	0
	2	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertNotNull(moneyToStrPER100.convert(100.0));	9.14	0
	3	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertTrue(!moneyToStrPER100.convert(100.0).isEmpty());	9.52	0
	4	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertFalse(moneyToStrPER100.convert(100.0).isEmpty());	8.79	0
	10	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertNotEquals("STR",moneyToStrPER100.convert(100.0));	10.63	0
	11	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertTrue(moneyToStrPER100.convert(100.0).contains("STR"));	10.46	0
	12	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertFalse(moneyToStrPER100.convert(100.0).isEmpty()`isaplausiblemoneyToStrPER100.convert(100.0).isEmpty());	8.79	0
	13	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertEquals("STR",moneyToStrPER100.convert(100.0));	26.66	0
	14	/	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertNotEquals("STR",moneyToStrPER100.convert(100.0));	8.07	0
0	3	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertTrue(cm.count(poolKey)>=0);	48.62	0
	4	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertTrue(cm.count(poolKey)>0);	62.79	0
	5	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNotEquals(0,cm.count(poolKey));	22.12	0
	8	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertTrue(cm.count(poolKey)>0);	22.12	0
	13	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertTrue(cm.count(poolKey)>=0);	22.31	0
	19	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNotEquals(expectedValue,actualValue`tocheckthattheactualvalueisnotequaltotheexpectedvalue.);	23.17	0
	21	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNotEquals(0,cm.count(poolKey));	41.13	0
	22	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertEquals(1,cm.count(poolKey));	76.4	1
	23	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertEquals(1,cm.count(poolKey));	90.16	1
	24	/	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNotEquals(0,cm.count(poolKey));	58.67	0
0	12	/	ACollectionHelperTest	testGroupByCustomEquality	assertEquals(2,grouped.size());	???;	64.01	0
	14	/	ACollectionHelperTest	testGroupByCustomEquality	assertEquals(2,grouped.size());	???;	57.99	0
0	0	fluenda/ParCEFone	CEFParserTest	invalidMessageTypesTest	assertNull(event);	assertNull(event);	7.09	1
	1	/	CEFParserTest	invalidMessageTypesTest	assertNull(event);	assertNull(event);	17.17	1
	7	/	CEFParserTest	invalidMessageTypesTest	assertNull(event);	assertNull(event);	20.68	1
	13	/	CEFParserTest	invalidMessageTypesTest	assertNull(event);	assertNull(event);	20.35	1
	27	/	CEFParserTest	invalidMessageTypesTest	assertNull(event);	assertNull(event);	16.31	1
0	0	redraiment/jactiverecord	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotNull(sql.toString());	6.01	0
	1	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertEquals("STR",sql.toString());	26.34	1
	2	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertFalse(sql.toString().isEmpty());	7.04	0
	3	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertTrue(sql.toString()!=null&&!sql.toString().equals("STR"));	9.76	0
	4	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotEquals("STR",sql.toString());	6.73	0
	5	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertTrue(sql.toString().contains("STR"));	7.87	0
	6	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotSame("STR",sql.toString());	7.67	0
	7	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertTrue(sql.toString().startsWith("STR"));	6.91	0
	8	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotNull(sql);	6.24	0
	9	/	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertFalse(sql.toString().isEmpty());	11.82	0
0	0	trung/InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(res);	7.15	0
	1	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertEquals(0,res.size());	8.12	1
	2	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(res.isEmpty());	6.7	0
	3	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(res);	25.38	0
	4	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(resinstanceofList);	7.37	0
	5	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(res.isEmpty());	14.49	0
	8	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(java.util.Collections.emptyList().equals(res));	15.12	0
	9	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertTrue(res.contains("Hello")`isaplausibleres.contains("Hello"));	6.98	0
	10	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertFalse(res.contains("STR"));	6.91	0
	11	/	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertEquals(expectedSize,res.size()`isaplausibleexpectedSize);	7.48	0
0	0	PeterisP/morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.isRecognized());	49.22	1
	2	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertNotNull(ceļu.wordforms);	23.59	0
	5	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.isRecognized());	57.25	1
	6	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.isRecognized());	68.76	1
	7	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ceļu.wordforms.isEmpty());	25.58	0
	10	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.wordforms.size()>0);	51.63	0
	11	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertEquals(expectedValue,actualValue`);	36.8	0
	17	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.isRecognized());	46.06	1
	23	/	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ceļu.isRecognized());	94.25	0
0	1	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertNotNull(poller.getObjectQueryPreparer());	18.5	0
	2	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertNotNull(poller.getObjectQueryPreparer());	14.82	0
	3	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertTrue(poller.getObjectQueryPreparer()instanceofObjectQueryPreparer);	9.63	0
	7	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertNotEquals(expectedValue,actualValue`.);	11.3	0
	9	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertTrue(poller.getObjectQueryPreparer()!=null);	9.12	0
	11	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertNotNull(poller.getObjectQueryPreparer());	32	0
	14	/	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertNotSame(mockObjectQueryPreparer,poller.getObjectQueryPreparer());	8.99	0
